user_id,comment_text,comment_time,collect_time,article_url
不是组号,这个和talencat比怎么样呢？,02-06,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
第一口蛋糕,全都是服务器繁忙,02-19湖北,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
Dreamchaser,人工和AI改简历最大的区别是什么,02-06,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
酒梁圆子.,我一个月薪不过w的 ds改后的不是年薪百万都不敢用。。。,02-17湖南,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
米朵7,这算是伪造吗,02-28湖南,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
最爱吃辣啦啦啦,deepseek现在都在招人了,02-06,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
擦干鼻涕做少女🌻,@二狗子电影笔记,03-03湖南,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
Hailey罗求职辅导,有求职 /职业困惑，欢迎留💬言喔～,01-30,2025-03-16 18:39:28,https://www.xiaohongshu.com/explore/679b5be900000000290353ea?xsec_token=ABDb6Cj6YYDVzecuNFPjxJ2d1zJNJwXfZDmmNgFXNfTDI=&xsec_source=pc_search&source=web_explore_feed
木子吖顶呱呱,我来啦，丝的机会用完啦，大家后台斯我下，优先发给官🐷我的宝宝,02-13,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
养娃日记,感谢群主发的DeepSeek指令，赚大啦,02-11,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
我爱吃西瓜🍉,求，感觉指令和博主差了三个次元不过Ds改简历确实比coze好用，目前正在搭配职升机AI和稀牛找工作,02-12,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
长颈鹿小姐,怎么上传文件呐？,02-14,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
小红薯红薯薯,但是写的太夸张了，自己都不会,02-25河北,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
柚柚酱的阳台花园,的确非常nb,03-06广东,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
宁小姐,求，在哪里找这个应用呀,02-14,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
乐未央,求,02-16北京,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
GoThic,求指令,02-14四川,2025-03-16 18:39:49,https://www.xiaohongshu.com/explore/67aa9efb000000001701f3a8?xsec_token=AB2hudLZvthE5mkFmXCnqT0GfvHjEKMosX8k57Au9grbA=&xsec_source=pc_search&source=web_explore_feed
RealtimeCopilot,改好的简历以后，还可以把岗位信息给deepseek，让它预测提问，同时结合自己的简历给出回答思路，以及个性化的回答示例。还挺使用,02-08,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
猪打鸽,还有几个好用法，用Deepseek➕高德筛选写字楼里的公司，就能快速找到离家近的红利公司岗位去职升机AI看，再用Ds➕烯牛数据的信源生成企业的研报辅助面试准备,02-11,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
一口甜💚,@風子 这篇文章估计就是用deepseek 写的,02-07,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
风华,主要AI真敢写，我不太敢用,03-01福建,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
糊涂哟♠,@wijingeum@好运降临,02-08,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
拉普拉斯王霸龙（🈶朋头版）,@奔跑在2.5公顷土地的羊驼@七灌召唤花椰菜！@二十四粥 好好好 那就这么玩,02-08,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
bbq的生活记录,@Bb,02-07,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
棉花糖鉴赏大师,@、H y y★ 可能有用哈哈哈,02-07,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
招财大猫,需要部署ds吗,02-23广东,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
急急国王爱吃面包,@不知道取什么名字,02-22广东,2025-03-16 18:40:11,https://www.xiaohongshu.com/explore/67a33953000000002901a940?xsec_token=ABPrjsP-rgkztoXJOnEk9-s_YJUeDAY2BT0MhUmw1EN9s=&xsec_source=pc_search&source=web_explore_feed
佛系沐沐,收费,5 天前浙江,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
HEERA,为什么我的没有上传照片和附件呀,1 天前上海,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
叽叽哇哇,想问深度思考个联网有什么区别,2 天前广东,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
忧郁流沙包,@thncc,6 天前广东,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
大鹅,啊,3 天前山东,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
haha,学到了，也用起来了，感谢,4 天前天津,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
是一一呀,有没有宝子需要可以 #一键生成简历的神器 呀再也不用担心怎么写简历了,5 天前广东,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
飞鸿踏雪,以后付费改简历的财路断了,7 天前上海,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
一心想退休的许女士,我怎么不会啊 它给我改的不是很满意啊,3 天前广东,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
法兰西多士,我也用这个改简历 哈哈哈哈,6 天前上海,2025-03-16 18:40:33,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
醒醒,隐私没了,3 天前广东,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
Universe,@@贝肯尼🍒,6 天前江苏,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
辣女士爱吃辣,@早睡不会掉头发 码住,6 天前浙江,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
9527,我也用 但是没你的细 学习了,6 天前上海,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
Joanna～,厉害了 学起来了谢谢,7 天前广东,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
火蓝,嗯嗯，修改细节方面挺好用的！谢谢小姐姐分享！,7 天前上海,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
ye,我上传简历为什么显示可能违反使用规范,6 天前广西,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
热爱生活,妹子好厉害👍,7 天前上海,2025-03-16 18:40:38,https://www.xiaohongshu.com/explore/67cc49200000000029024961?xsec_token=ABW1NnF-Y25uHVTLm7Ur8ypfot8rrpsNHigTYqR3X6yoc=&xsec_source=pc_search&source=web_explore_feed
