user_id,comment_text,comment_time,collect_time,article_url
盾山打野,难是准备数据集,02-25挪威,2025-03-15 18:41:14,https://www.xiaohongshu.com/explore/67bb2c18000000000e004564?xsec_token=ABiqRqFOHGPjan_4GuX5xao9NxjYdgsK9v07Kqzygp5D4=&xsec_source=pc_search&source=web_explore_feed
理想,求更,02-24浙江,2025-03-15 18:41:14,https://www.xiaohongshu.com/explore/67bb2c18000000000e004564?xsec_token=ABiqRqFOHGPjan_4GuX5xao9NxjYdgsK9v07Kqzygp5D4=&xsec_source=pc_search&source=web_explore_feed
絮飘の榆落,你不告诉他怎么学？你不验证他学会没有？你不强化他记住正确的回答，别去瞎想？通用AI在私有领域的能力几乎为零。,02-24重庆,2025-03-15 18:41:14,https://www.xiaohongshu.com/explore/67bb2c18000000000e004564?xsec_token=ABiqRqFOHGPjan_4GuX5xao9NxjYdgsK9v07Kqzygp5D4=&xsec_source=pc_search&source=web_explore_feed
一颗海菠萝,数据集怎么准备,02-09,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
绿色的茶,从哪里下载,02-09,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
Umino,求教程,02-09,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
Ai动画,就是用其他模型生成训练数据，为啥一定要扯deepseek,02-10,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
光伏几重奏,怎么注册不了,02-24广东,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
悟,只要。。。。即可。。。。,02-23上海,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
谁能凭爱意要富士山私有,可以做医学预测模型吗,02-21山东,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
探索者,要VPN吗？付费的吗？,02-20广东,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
恭喜发财,码了，明天看看,02-20广东,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
小红薯61E2C934,没事我周末找时间来哈,02-19上海,2025-03-15 18:41:39,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
代表你,用1.5b行么,02-17北京,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
初_果,qwen能训练？,02-13广东,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
低能勿近,可以用本地的ds 模型微调吗,02-13,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
青山,这个微调工具，是不是，只针对本地部署的蒸馏模型？,02-10,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
地球online游戏体验者,对电脑配置要求高吗？,02-10,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
空空道姑,要费用不,02-09,2025-03-15 18:41:45,https://www.xiaohongshu.com/explore/67a8617d0000000029008de0?xsec_token=ABFYD9uJege6fh-SVPtPKkXdFW4Obpps40jSSa54Bfnhs=&xsec_source=pc_search&source=web_explore_feed
,已关注，求,03-07广东,2025-03-15 18:42:09,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
大熊,我居然看懂了,今天 17:43广西,2025-03-15 18:42:10,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
鱼,求,昨天 18:15江苏,2025-03-15 18:42:10,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
krkrkr,首先，671B那个是v3，其次671B不是671亿，B是10亿的意思,5 天前北京,2025-03-15 18:42:10,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
BaloonAnn,你知道671b是多少亿嘛？,5 天前河北,2025-03-15 18:42:10,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
小毛球走世界,关注，同求，感谢🙏🏻,昨天 14:25四川,2025-03-15 18:42:10,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
L.Y.S,已关注，求分享,4 天前北京,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
momo,关注了，求发,5 天前北京,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
AI生涯学长Daniel,说的很好，感觉把他这个事情说清楚了,4 天前安徽,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
抽泣的崩坏考拉,RAG查重去噪有什么好方法吗？,03-07江苏,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
Moma,@charming cx蒸馏,3 天前北京,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
好鬼夸张何先生,@Lucas,3 天前中国香港,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
kakakak,不知道以为是在研究啤酒发酵技术，下一步特调吗,2 天前中国香港,2025-03-15 18:42:15,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
Dortmund1909,喂数据喂数据，这个数据有什么标准没有还是随便什么格式都行,昨天 09:45上海,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
老猿说开发,6710亿参数,03-07广东,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
歪比巴卜,我想知道，能不能把蒸馏，RAG和微调都整一起那,2 天前山东,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
嘉哥大模型,牛的,4 天前四川,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
小红薯62384603,已三连，求分享,03-07湖南,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
Jieting,求分享,6 天前美国,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
新年新气象,你这一眼看得出来是大模型直接生成的文字。哈哈哈哈,6 天前北京,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
梅花朵朵开,太需要这样大白话的讲解了，👍,03-06北京,2025-03-15 18:42:20,https://www.xiaohongshu.com/explore/67c94f7f00000000290293fb?xsec_token=ABDAZqNexfB9pOdJDXo2BV60k_cGN0roYCVGn99NoCI0Y=&xsec_source=pc_search&source=web_explore_feed
黄鼠狼恶魔👿,这个ai绘图软件是啥,03-02江苏,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
Lesia,其实不用很焦虑的，ai也就那样,5 天前广东,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
112233445566,你好调整软件叫什么呀,03-03广东,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
看呐看星星,真不错,5 天前浙江,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
大桥,然后呢？就能打印成实物了吗？,03-01上海,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
珠宝设计师Gemini,tripo ai免费吗,03-06四川,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
教摄影后期合成的昌老师,这个2d转3d的是哪个网站呀？,03-03湖北,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
元气UP设计,能生成设计方案吗？一稿过的那种,02-27浙江,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
大家的郭老师🤠,tripo导出什么格式才能导入nomad呢？,7 天前重庆,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
Bin头像 | 壁纸-Design,动态跑的那个也是Tripo完成的吗,03-06广西,2025-03-15 18:42:37,https://www.xiaohongshu.com/explore/67c04a6e000000001203ff54?xsec_token=AB1RWHaHKEFt81SN0tmykFP8gHyofDvg9HA9GbJex_2Ic=&xsec_source=pc_search&source=web_explore_feed
玖,啊？,2024-03-23,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
檩薇,额好无语,2024-03-23,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
听雨声,白毛萝莉控,2024-03-23,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
琼莱斯特.,别吵，我在思考,2024-04-05,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
打酱油de鱼鱼子,,2024-03-29,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
陌北,谁是搜读后感的,2024-08-21,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
HP惠普官方直营店(山东),谁能把欲梦艾特出来,2024-04-11,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
鲜活烤萝卜🦊,@北城古街的乌雨子 对对！就是这样！瓦达西瓦喜欢！这个感觉，不管如果是我可能会穿个白色百褶裙……嗯对，我穿衣没啥特别颜色　　主要就是一个鲜艳……粉蓝黄绿红白橙啥都行！灰色呀咩得……,2024-04-15,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
十,羽毛球拍缠的是几磅的,2024-04-14,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
小红薯65CF4CFB,你好，是自设的角色吗,2024-06-15,2025-03-15 22:52:53,https://www.xiaohongshu.com/explore/65fd5270000000000d00f55c?xsec_token=ABnASRpW6HWc1J6QbRYtti3p_cXl8nxGzBxP54i8mGEHQ=&xsec_source=pc_search&source=web_explore_feed
NSTNEW START,搜不到的看这里哦情侣款设计感麂皮夹克外套,01-11,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
你谁,219能买到宝宝们，我到货准备退，穿上很怪，有种说不出的感觉,02-25广东,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
一口五个蛋挞-,刚到手的!,4 天前广东,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
失意鱼,凑单259一件 需要dd,02-16陕西,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
小蟄,@三七木七七 感觉你喜欢,02-07,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
心悸,@淨靜修,01-21,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
iiin.,@吉吉爆 好看吗,02-21广东,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
Serein.,@吃个脆酥饼 这个衣服莫名觉得很TXT配色,7 天前浙江,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
让我冬个眠.,别蹲了，这款淘宝店铺都已经上了,01-07,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
呜呜,@1 0 1 h我还挺喜欢的不过好贵哦,5 天前贵州,2025-03-15 22:53:14,https://www.xiaohongshu.com/explore/677be2c6000000000203c3cc?xsec_token=ABmOQvtKzCOwbP13ie-RtBAz9TOjJhaod21ZTjf7fE9Eo=&xsec_source=pc_search&source=web_explore_feed
